FOIA,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,5540191,306,,P 51,67,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Reports,,,,,
,5540190,306,,P 51,66,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Periodicals - Presentation,,,,,
,5540189,306,,P 51,66,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Periodicals - Information Center Folder 2,,,,,
,5540188,306,,P 51,66,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Periodicals - Information Center Folder 1,,,,,
,5540187,306,,P 51,66,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Miscellaneous Information,,,,,
,5540186,306,,P 51,66,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Information General,,,,,
,5540185,306,,P 51,66,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Evaluation and Effectiveness,,,,,
,5540184,306,,P 51,66,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Country Planning,,,,,
,5540183,306,,P 51,66,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Books - Presentation,,,,,
,5540182,306,,P 51,65,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Books - Information Center Folder 2,,,,,
,5540181,306,,P 51,65,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Books - Information Center Folder 1,,,,,
,5540180,306,,P 51,65,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Administration,,,,,
,5540179,306,,P 51,65,131,039,006/03-008/04,,59-82,1962: Taiwan - Inspection Reports,,,,,
,5539985,306,,P 51,45,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Shipment Notices Folder 2,,,,,
,5539984,306,,P 51,45,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Shipment Notices Folder 1,,,,,
,5539983,306,,P 51,44,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Reports,,,,,
,5539982,306,,P 51,44,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Periodicals - Presentation,,,,,
,5539981,306,,P 51,44,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Periodicals - Information Center,,,,,
,5539980,306,,P 51,44,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Miscellaneous Requests,,,,,
,5539979,306,,P 51,44,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Information General Folder 2,,,,,
,5539978,306,,P 51,44,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Information General Folder 1,,,,,
,5539977,306,,P 51,43,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Country Planning,,,,,
,5539976,306,,P 51,43,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Books - Presentation,,,,,
,5539975,306,,P 51,43,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Books - Information Center Folder 3,,,,,
,5539974,306,,P 51,43,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Books - Information Center Folder 2,,,,,
,5539973,306,,P 51,43,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Books - Information Center Folder 1,,,,,
,5539972,306,,P 51,42,131,039,006/03-008/04,,35-58,1960: Taiwan - Taipei - Administration,,,,,
,5539786,306,,P 51,19,131,039,006/03-008/04,,11-34,1959: Taiwan - Taipei - Reports,,,,,
,5539785,306,,P 51,19,131,039,006/03-008/04,,11-34,1959: Taiwan - Taipei - Periodicals - Presentation,,,,,
,5539784,306,,P 51,19,131,039,006/03-008/04,,11-34,1959: Taiwan - Taipei - Periodicals - Information Center,,,,,
,5539783,306,,P 51,19,131,039,006/03-008/04,,11-34,1959: Taiwan - Taipei - Miscellaneous Requests,,,,,
,5539782,306,,P 51,19,131,039,006/03-008/04,,11-34,1959: Taiwan - Taipei - Books - Presentation,,,,,
,5539781,306,,P 51,19,131,039,006/03-008/04,,11-34,1959: Taiwan - Taipei - Books - Information Center,,,,,
,5539672,306,,P 51,11,131,039,006/03-008/04,,11-34,1958: Taiwan - Taipei - Reports,,,,,
,5539671,306,,P 51,11,131,039,006/03-008/04,,11-34,1958: Taiwan - Taipei - General Information,,,,,
,5539670,306,,P 51,11,131,039,006/03-008/04,,11-34,"1958: Taiwan - Taipei - Administration - General (Personnel, Office Space, Etc.)
Series: Country Files, 1947 - 1965
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5539620,306,,P 51,10,131,039,006/03-008/04,,1-10,1957: Taiwan - Taipei - General Information,,,,,
,5539565,306,,P 51,7,131,039,006/03-008/04,,1-10,1954-1955: Taiwan - Taipei - USIE Evaluation Reports,,,,,
,5539564,306,,P 51,7,131,039,006/03-008/04,,1-10,1954-1955: Taiwan - Taipei - Special Reports,,,,,
,5539563,306,,P 51,7,131,039,006/03-008/04,,1-10,1954-1955: Taiwan - Taipei - Completed Action - Books,,,,,
,5539562,306,,P 51,7,131,039,006/03-008/04,,1-10,1954-1955: Taiwan - Taipei - Administration,,,,,
,5539525,306,,P 51,5,131,039,006/03-008/04,,1-10,1952: Taiwan - Taipei - Reports,,,,,
,5539524,306,,P 51,5,131,039,006/03-008/04,,1-10,"1952: Taiwan - Tainan
Series: Country Files, 1947 - 1965
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5539523,306,,P 51,5,131,039,006/03-008/04,,1-10,1952: Taiwan - Kaohsiung - General Information,,,,,
,5539522,306,,P 51,5,131,039,006/03-008/04,,1-10,"1952: Taiwan - General Information
Series: Country Files, 1947 - 1965
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,6162194,299,,A1 18,5,230,043,024,05,1-5,"Bank of Taiwan, LTD., Insolvent Account
Series: Correspondence, Memorandums, and Reports Concerning the Resolution of Prisoner of War, Civilian Internee, and Corporate Claims, ca. 1948 - ca. 1966
Record Group 299: Records of the Foreign Claims Settlement Commission of the United States, 1915 - 1999",,,,,
,6798294,126,,A1 3,59,150,044,034/04-035/07,,20-70,"SES 133 V2 -- Formosa (Taiwan) October 1944
Series: Central Files, 1950 - 1971
Record Group 126: Records of the Office of Territories, 1881 - 1976",,,,,
Series,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,22362718,260,M,A1 2453,196,390,056,031,06,194-196,"Trade Agreement between Taiwan and the Ryukyu Islands
Series: Reference Publication Files, 1957 - 1969
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,22362446,260,M,A1 2320,127,390,055,028,05-06,126-127,"1608-02 Third-Country Training (Taiwan)
Series: Training and Technical Assistance Program Files, 1968 - 1971
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,7564181,260,M,A1 2328,147,390,055,029,01-05,144-169,"TSC (Taiwan Sugar Corporation) Farm Animal Breeding Station
Series: Reports, Correspondence, and Other Records Relating to Preventive Medicine, Veterinary Medicine, and Sanitation, 1960 - 1971
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,7563737,260,M,A1 2335,274,390,055,031,05-06,268-275,"Third-Country Training (Taiwan, Philippines, Korea)
Series: Student Aid and Exchange Program Files, 1957 - 1970
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,6221669,82,,A1 10,233,550,001,019/01-025/02,,225-235,"Foreign Missions Taiwan (1951 - 1954) 1
Series: International Subject Files, 1907 - 1974
Record Group 82: Records of the Federal Reserve System, 1913 - 2003",,,,,
,17618459,334,M,UD-UP 41,1,631,024,065,04,1,"Planning Files, 1952 - 1952
Military Assisatance Advisory Group, Formosa. 
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618439,334,M,UD-UP 25,,150,044,024,00,1,"Subject Files, 1951 - 1954
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,,334,M,UD-UP 25,,150,044,025,00,2-3,"Subject Files, 1951 - 1954
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,26023195,59,,A1 1341,8,250,049,019,06-07,8-13,"4.4 Taiwan Straits Situation (Quemoy, Pescadores, etc.)
Series: Subject Files Relating to Japan, 1954 - 1959
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,26023160,59,,A1 1341,8,250,049,019,06-07,8-13,"2-B DIF - ICA Locomotives for Taiwan
Series: Subject Files Relating to Japan, 1954 - 1959
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,26308905,286,,UD-WW 1078,,631,064,028,00,109-110,"Project Files Relating to Taiwan, 11/4/1961 - 1962
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,,286,,UD-WW 1078,,631,064,029,00,111-113,"Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,,286,,UD-WW 1078,,631,064,033,00,114-115,"Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,4997694,306,,A1 1029,1,230,046,036,02,1-4,"1958: RN-50.8: Public Reactions to the Taiwan Straits Developments, Daily Summary
Series: Research Notes, 1958 - 1962
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,4997693,306,,A1 1029,1,230,046,036,02,1-4,"1958: RN-50.7: Public Reactions to the Taiwan Straits Developments, Daily Summary",,,,,
,4997692,306,,A1 1029,1,230,046,036,02,1-4,"1958: RN-50.6: Public Reactions to the Taiwan Straits Developments, Daily Summary",,,,,
,4997691,306,,A1 1029,1,230,046,036,02,1-4,"1958: RN-50.5: Public Reactions to the Taiwan Straits Developments, Daily Summary",,,,,
,4997690,306,,A1 1029,1,230,046,036,02,1-4,"1958: RN-50.3: Public Reactions to the Taiwan Straits Developments, Daily Summary",,,,,
,4997689,306,,A1 1029,1,230,046,036,02,1-4,"1958: RN-50.2: Public Reactions to the Taiwan Straits Developments, Daily Summary",,,,,
,4997688,306,,A1 1029,1,230,046,036,02,1-4,"1958: RN-50.1: Public Reactions to the Taiwan Straits Developments, Daily Summary",,,,,
,438903,331,M,UD1733,6436,290,019,002,01-03,6432-6439,"Taiwan Sugar (W92-500 G-119 & G-120)
Series: Food Stuff Import File, 1946 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,438901,331,M,UD1733,6436,290,019,002,01-03,6432-6439,Taiwan Sugar (W92-500-G-110),,,,,
,437792,331,M,UD1727,6384,290,018,034,05-07,6382-6389,"004.2F: Bank of Taiwan, Vol. I, September 1945-December 1946
Series: Decimal File, 1945 - 1946
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,437025,331,M,UD1726,6353, 290,018,033,01-07,6348-6368,"Bulk Enclosure No. 942: Mineral Resources of Taiwan
Series: General Subject File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,410900,331,M,UD1646,5056,290,017,006,01-06,5042-5058,"Reports of External Assets - The Bank of Taiwan, Ltd.
Series: Subject File, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,4740450,208,,NC-148 370,406,350,073,030,01-06,372-408,"C: Japan (Formosa) 0.1 Reports on Taiwan (Formosa) 1943 - 1944
Series: Informational Files on Asia, 1943 - 1945
Record Group 208: Records of the Office of War Information, 1926 - 1951",,,,,
,4719935,306,,A1 1022,5,230,046,035,01-02,1-9,"1955: IS 37: Land Reform in Non-Communist Asia (especially Taiwan)
Series: Intelligence Bulletins, Memorandums, and Summaries, 1954 - 1956
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,4719712,306,,A1 1022,1,230,046,035,01-02,1-9,"1955: IB 65: The Situation in the Taiwan Straits
Series: Intelligence Bulletins, Memorandums, and Summaries, 1954 - 1956
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,406827,331,M,UD 1639,4849,290,016,031,01-07,4832-4852,"004C Taiwan Sen-i Seihin Tosei K.K.
Series: Decimal Files, 1946 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,406826,331,M,UD 1639,4849,290,016,031,01-07,4832-4852,004C Taiwan Seito K.K.,,,,,
,406825,331,M,UD 1639,4849,290,016,031,01-07,4832-4852,004C Taiwan Iron Works,,,,,
,384424,331,M,UD1603,3707,290,015,017,01-03,3703-3709,"Taiwan Yuki Gosei K.K. (Formosa) - Reorganized
Series: Company Files, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,384423,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Tekkosho K.K. (Formosa) - Reorganized,,,,,
,384415,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Seni Seihin Tosei K.K. (Formosa),,,,,
,384410,331,M,UD1603,3706,290,015,017,01-03,3703-3709,"Taiwan Seito K.K. (Formosa), No. III",,,,,
,384409,331,M,UD1603,3706,290,015,017,01-03,3703-3709,"Taiwan Seito K.K. (Formosa), No. III",,,,,
,384408,331,M,UD1603,3706,290,015,017,01-03,3703-3709,"Taiwan Seito K.K. (Formosa), No. I - Reorganized",,,,,
,384407,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Sen-I Seihin Tosei K.K. (Formosa),,,,,
,384406,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Seikabutsu Tosei K.K. (Formosa),,,,,
,384403,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Pulp Kogyo K.K. (Formosa),,,,,
,384400,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Nippon Paint K.K. (Formosa),,,,,
,384394,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Iryo Tosei K.K. (Formosa),,,,,
,384388,331,M,UD1603,3706,290,015,017,01-03,3703-3709,"Taiwan Denryoku K.K. (Formosa), No. III",,,,,
,384387,331,M,UD1603,3706,290,015,017,01-03,3703-3709,"Taiwan Denryoku K.K. (Formosa), No. III",,,,,
,384383,331,M,UD1603,3705,290,015,017,01-03,3703-3709,Taiwan Chikusan Kogyo K.K. (Taiwan),,,,,
,384381,331,M,UD1603,3705,290,015,017,01-03,3703-3709,Taitaku Kagaku Kogyo K.K. (Taiwan),,,,,
,384228,331,M,UD1603,3701,290,015,016,04-07,3694-3694B,"Nanyo Sangyo K.K. of Taiwan (Formosa)
Series: Company Files, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,384213,331,M,UD1603,3701,290,015,016,04-07,3694-3694B,Nampo Denki Kogyo K.K. (Taiwan),,,,,
,382505,331,M,UD1594,3638,290,015,013,05-07,3633-3641,"Civil Affairs Handbook - Japanese Administrative Organization in Taiwan (Formosa), August 1944
Series: Working Papers of SCAP Monographs, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,379071,331,M,UD1581,3303,290,014,033,02-05,3302-3310,"600 - Geography JAPAN: Area H-2 Taiwan, April 1944
Series: Subject File, 1943 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,359030,331,M,UD1401,2275Y,290,013,018,01-03,2275U-2275Z,"Taiwan Minshu Dokuritsu To (Formosa Democratic Independence Party)
Series: Organizational File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,4157932,469,,P 309,1,250,034,012,00,1,"(64A0814) Administrative - Communications. Far East Region - USOM/Taiwan (Maritime Fisheries Specialist)
Series: Subject Files, 6/30/1955 - 7/1/1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,4097284,59,,A1 1583C,142,631,015,002,05-,140-145,"(62D1) NSC 5723 U.S Policy Toward Taiwan & the Government of China
Series: Alphabetical Files, 1948 - 1961
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,4096960,59,,"A1 1583A
",99,631,015,002,01-05,82-111,"(61D167) Problems Illustrated by Recent Events in the Near East & Taiwan
Series: Alphabetical Files, 1948 - 1961
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,3939802,469,,P 179D,6,250,027,007,00,5-11,"Country File China (Formosa) Taiwan Pulp And Paper CO. Project
Series: Country Files Related to Paper Products, 1948 - 1956
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,3939800,469,,P 179D,6,250,027,007,00,5-11,"Country File China (Formosa) Technical Data On Taiwan Pulp And Paper Project
Series: Country Files Related to Paper Products, 1948 - 1956
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,337036,331,M,UD1260,1322,290,011,033,06-07,1319-1323,"Taiwan POW Camp Name List, November 1944
Series: Miscellaneous Japanese File, 1942 - 1948
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,,,,,,290,011,034,01-02,"1324-1325
1324A",,,,,,
,325077,331,M,UD1212,1077,290,011,018,05-07,1075-1083,"Hochi, FNU, ""Taiwan Moro"" or ""Stupid""
Series: P-201 Perpetrators and Suspected War Criminals, 1945 - 1947
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,321546,331,M,UD 1190,993,290,011,012,07,992-993,"Ja-5, Vol. 9, Taiwan (Formosa) Area
Series: Japanese Background and Reference Files, 1945 - 1948
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,,,,,,290,011,013,01-03,994-1000,,,,,,
,319467,331,M,UD1180,896,290,011,008,01-03,892-896,"Stock Holdings of Bank of Taiwan
Series: Miscellaneous File (Various Divisions), 1942 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,313356,331,M,UD1143,371,290,010,013,01-02,369-372,"Taiwan Ginko, September 1945-August 1948
Series: General File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,309371,331,M,UD1123,172,290,010,003,02-07,166-181,"Taiwan (China), September 1951-October 1951
Series: Correspondence File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,3561537,59,,"A1 1583C
",142,631,015,003,01-03,132-151,"NSC 5723 U.S Policy Toward Taiwan & the Government of China
Series: Numerical Files, 1947 - 1961
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2815802,33,,P 33,6,250,013,015,00,2-8,"Asian Rural Youth Leaders Seminar -- Republic of China [Taiwan] -- 6-15 Nov. 1972
Series: Records Related to 4-H International Conferences, 1956 - 1998
Record Group 33: Records of the Extension Service, 1888 - 2000",,,,,
,2809469,457,M,A1 9032,959,190,037,007/01-035/07,,955-959,"NR 2882 CBNI25 18309A 19450800 Japanese Governmental Telecommunication Study on Taiwan
Series: Historic Cryptographic Records, 1949 - 1981
Record Group 457: Records of the National Security Agency/Central Security Service, 1917 - 1998",,,,,
,2807299,457,M,A1 9032,260,190,037,007/01-035/07,,255-265,"NR 1137 CBDH67 8004A 19450920 Japanese Report on Radio, Telephone and Telegraphy in Taiwan
Series: Historic Cryptographic Records, 1949 - 1981
Record Group 457: Records of the National Security Agency/Central Security Service, 1917 - 1998",,,,,
,2766187,59,,A1 5387,10,250,063,021,06-07,1-13,"[Lot Number: 70D16] China: Taiwan, Status of Forces Negotiations (1960)
Series: Country Files, 1951 - 1965
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
